2023-02-17 17:19:40 startup archives install
2023-02-17 17:24:01 status unpacked xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:01 upgrade apport:all 2.20.11-0ubuntu82.3 2.20.11-0ubuntu82.3
2023-02-17 17:24:01 status half-configured apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:01 status unpacked apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:01 status half-installed apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:01 status unpacked apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:24:01 upgrade bcache-tools:amd64 1.0.8-4ubuntu3 1.0.8-4ubuntu3
2023-02-17 17:24:01 status half-configured bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:01 status unpacked bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:01 status half-installed bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:01 status unpacked bcache-tools:amd64 1.0.8-4ubuntu3
2023-02-17 17:24:01 upgrade binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-configured binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-installed binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils-x86-64-linux-gnu:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 upgrade binutils-common:amd64 2.38-4ubuntu2.1 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-configured binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-installed binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils-common:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 upgrade binutils:amd64 2.38-4ubuntu2.1 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-configured binutils:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status half-installed binutils:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 status unpacked binutils:amd64 2.38-4ubuntu2.1
2023-02-17 17:24:01 upgrade cryptsetup:amd64 2:2.4.3-1ubuntu1.1 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status half-configured cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status unpacked cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status half-installed cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status unpacked cryptsetup:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 upgrade cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status half-configured cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status unpacked cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status half-installed cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 status unpacked cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:01 upgrade curl:amd64 7.81.0-1ubuntu1.7 7.81.0-1ubuntu1.7
2023-02-17 17:24:01 status half-configured curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:01 status unpacked curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:01 status half-installed curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:01 status unpacked curl:amd64 7.81.0-1ubuntu1.7
2023-02-17 17:24:01 upgrade gpgconf:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-configured gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-installed gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gpgconf:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 upgrade gpg:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-configured gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-installed gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gpg:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 upgrade gnupg-utils:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-configured gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-installed gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gnupg-utils:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 upgrade gnupg:all 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-configured gnupg:all 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gnupg:all 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-installed gnupg:all 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked gnupg:all 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 upgrade dirmngr:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-configured dirmngr:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status unpacked dirmngr:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:01 status half-installed dirmngr:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked dirmngr:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 upgrade dmeventd:amd64 2:1.02.175-2.1ubuntu4 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:02 status half-configured dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:02 status unpacked dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:02 status half-installed dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:02 status unpacked dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:24:02 upgrade eatmydata:all 130-2build1 130-2build1
2023-02-17 17:24:02 status half-configured eatmydata:all 130-2build1
2023-02-17 17:24:02 status unpacked eatmydata:all 130-2build1
2023-02-17 17:24:02 status half-installed eatmydata:all 130-2build1
2023-02-17 17:24:02 status unpacked eatmydata:all 130-2build1
2023-02-17 17:24:02 upgrade fdisk:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3
2023-02-17 17:24:02 status half-configured fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:02 status unpacked fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:02 status half-installed fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:02 status unpacked fdisk:amd64 2.37.2-4ubuntu3
2023-02-17 17:24:02 upgrade finalrd:all 9build1 9build1
2023-02-17 17:24:02 status half-configured finalrd:all 9build1
2023-02-17 17:24:02 status unpacked finalrd:all 9build1
2023-02-17 17:24:02 status half-installed finalrd:all 9build1
2023-02-17 17:24:02 status unpacked finalrd:all 9build1
2023-02-17 17:24:02 upgrade gpg-agent:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-configured gpg-agent:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-agent:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-installed gpg-agent:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-agent:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 upgrade gpg-wks-client:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-configured gpg-wks-client:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-wks-client:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-installed gpg-wks-client:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-wks-client:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 upgrade gpg-wks-server:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-configured gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-installed gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpg-wks-server:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 upgrade gpgsm:amd64 2.2.27-3ubuntu2.1 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-configured gpgsm:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpgsm:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status half-installed gpgsm:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 status unpacked gpgsm:amd64 2.2.27-3ubuntu2.1
2023-02-17 17:24:02 upgrade libglib2.0-bin:amd64 2.72.4-0ubuntu1 2.72.4-0ubuntu1
2023-02-17 17:24:02 status half-configured libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:02 status unpacked libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:02 status half-installed libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:02 status unpacked libglib2.0-bin:amd64 2.72.4-0ubuntu1
2023-02-17 17:24:02 upgrade libintl-perl:all 1.26-3build2 1.26-3build2
2023-02-17 17:24:02 status half-configured libintl-perl:all 1.26-3build2
2023-02-17 17:24:02 status unpacked libintl-perl:all 1.26-3build2
2023-02-17 17:24:02 status half-installed libintl-perl:all 1.26-3build2
2023-02-17 17:24:02 status unpacked libintl-perl:all 1.26-3build2
2023-02-17 17:24:02 upgrade libintl-xs-perl:amd64 1.26-3build2 1.26-3build2
2023-02-17 17:24:02 status half-configured libintl-xs-perl:amd64 1.26-3build2
2023-02-17 17:24:02 status unpacked libintl-xs-perl:amd64 1.26-3build2
2023-02-17 17:24:02 status half-installed libintl-xs-perl:amd64 1.26-3build2
2023-02-17 17:24:02 status unpacked libintl-xs-perl:amd64 1.26-3build2
2023-02-17 17:24:02 upgrade libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:02 status half-configured libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:02 status unpacked libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:02 status half-installed libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:02 status unpacked libldap-common:all 2.5.13+dfsg-0ubuntu0.22.04.1
2023-02-17 17:24:02 upgrade libmodule-find-perl:all 0.15-1 0.15-1
2023-02-17 17:24:02 status half-configured libmodule-find-perl:all 0.15-1
2023-02-17 17:24:02 status unpacked libmodule-find-perl:all 0.15-1
2023-02-17 17:24:02 status half-installed libmodule-find-perl:all 0.15-1
2023-02-17 17:24:02 status unpacked libmodule-find-perl:all 0.15-1
2023-02-17 17:24:02 upgrade libmodule-scandeps-perl:all 1.31-1 1.31-1
2023-02-17 17:24:02 status half-configured libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:02 status unpacked libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:02 status half-installed libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:02 status unpacked libmodule-scandeps-perl:all 1.31-1
2023-02-17 17:24:02 upgrade libproc-processtable-perl:amd64 0.634-1build1 0.634-1build1
2023-02-17 17:24:02 status half-configured libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:02 status unpacked libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:02 status half-installed libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:02 status unpacked libproc-processtable-perl:amd64 0.634-1build1
2023-02-17 17:24:02 upgrade libsort-naturally-perl:all 1.03-2 1.03-2
2023-02-17 17:24:02 status half-configured libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:02 status unpacked libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:02 status half-installed libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:02 status unpacked libsort-naturally-perl:all 1.03-2
2023-02-17 17:24:02 upgrade libterm-readkey-perl:amd64 2.38-1build4 2.38-1build4
2023-02-17 17:24:02 status half-configured libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:02 status unpacked libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:02 status half-installed libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:02 status unpacked libterm-readkey-perl:amd64 2.38-1build4
2023-02-17 17:24:02 upgrade libwrap0:amd64 7.6.q-31build2 7.6.q-31build2
2023-02-17 17:24:02 status half-configured libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:02 status unpacked libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:02 status half-installed libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:02 status unpacked libwrap0:amd64 7.6.q-31build2
2023-02-17 17:24:02 upgrade linux-base:all 4.5ubuntu9 4.5ubuntu9
2023-02-17 17:24:02 status half-configured linux-base:all 4.5ubuntu9
2023-02-17 17:24:02 status unpacked linux-base:all 4.5ubuntu9
2023-02-17 17:24:02 status half-installed linux-base:all 4.5ubuntu9
2023-02-17 17:24:02 status unpacked linux-base:all 4.5ubuntu9
2023-02-17 17:24:02 upgrade mdadm:amd64 4.2-0ubuntu1 4.2-0ubuntu1
2023-02-17 17:24:02 status half-configured mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:02 status unpacked mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:02 status half-installed mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:03 status unpacked mdadm:amd64 4.2-0ubuntu1
2023-02-17 17:24:03 upgrade needrestart:all 3.5-5ubuntu2.1 3.5-5ubuntu2.1
2023-02-17 17:24:03 status half-configured needrestart:all 3.5-5ubuntu2.1
2023-02-17 17:24:03 status unpacked needrestart:all 3.5-5ubuntu2.1
2023-02-17 17:24:03 status half-installed needrestart:all 3.5-5ubuntu2.1
2023-02-17 17:24:03 status unpacked needrestart:all 3.5-5ubuntu2.1
2023-02-17 17:24:03 upgrade packagekit-tools:amd64 1.2.5-2ubuntu2 1.2.5-2ubuntu2
2023-02-17 17:24:03 status half-configured packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:03 status unpacked packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:03 status half-installed packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:03 status unpacked packagekit-tools:amd64 1.2.5-2ubuntu2
2023-02-17 17:24:03 upgrade pinentry-curses:amd64 1.1.1-1build2 1.1.1-1build2
2023-02-17 17:24:03 status half-configured pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:03 status unpacked pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:03 status half-installed pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:03 status unpacked pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:03 upgrade pkexec:amd64 0.105-33 0.105-33
2023-02-17 17:24:03 status half-configured pkexec:amd64 0.105-33
2023-02-17 17:24:03 status unpacked pkexec:amd64 0.105-33
2023-02-17 17:24:03 status half-installed pkexec:amd64 0.105-33
2023-02-17 17:24:03 status unpacked pkexec:amd64 0.105-33
2023-02-17 17:24:03 upgrade polkitd:amd64 0.105-33 0.105-33
2023-02-17 17:24:03 status half-configured polkitd:amd64 0.105-33
2023-02-17 17:24:03 status unpacked polkitd:amd64 0.105-33
2023-02-17 17:24:03 status half-installed polkitd:amd64 0.105-33
2023-02-17 17:24:03 status unpacked polkitd:amd64 0.105-33
2023-02-17 17:24:03 upgrade pollinate:all 4.33-3ubuntu2 4.33-3ubuntu2
2023-02-17 17:24:03 status half-configured pollinate:all 4.33-3ubuntu2
2023-02-17 17:24:03 status unpacked pollinate:all 4.33-3ubuntu2
2023-02-17 17:24:03 status half-installed pollinate:all 4.33-3ubuntu2
2023-02-17 17:24:03 status unpacked pollinate:all 4.33-3ubuntu2
2023-02-17 17:24:03 upgrade python3-chardet:all 4.0.0-1 4.0.0-1
2023-02-17 17:24:03 status half-configured python3-chardet:all 4.0.0-1
2023-02-17 17:24:03 status unpacked python3-chardet:all 4.0.0-1
2023-02-17 17:24:03 status half-installed python3-chardet:all 4.0.0-1
2023-02-17 17:24:03 status unpacked python3-chardet:all 4.0.0-1
2023-02-17 17:24:03 upgrade python3-keyring:all 23.5.0-1 23.5.0-1
2023-02-17 17:24:03 status half-configured python3-keyring:all 23.5.0-1
2023-02-17 17:24:03 status unpacked python3-keyring:all 23.5.0-1
2023-02-17 17:24:03 status half-installed python3-keyring:all 23.5.0-1
2023-02-17 17:24:03 status unpacked python3-keyring:all 23.5.0-1
2023-02-17 17:24:03 upgrade sg3-utils:amd64 1.46-1build1 1.46-1build1
2023-02-17 17:24:03 status half-configured sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:03 status unpacked sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:03 status half-installed sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:03 status unpacked sg3-utils:amd64 1.46-1build1
2023-02-17 17:24:03 upgrade snapd:amd64 2.58+22.04 2.58+22.04
2023-02-17 17:24:03 status half-configured snapd:amd64 2.58+22.04
2023-02-17 17:24:03 status unpacked snapd:amd64 2.58+22.04
2023-02-17 17:24:03 status half-installed snapd:amd64 2.58+22.04
2023-02-17 17:24:04 status unpacked snapd:amd64 2.58+22.04
2023-02-17 17:24:04 upgrade software-properties-common:all 0.99.22.5 0.99.22.5
2023-02-17 17:24:04 status half-configured software-properties-common:all 0.99.22.5
2023-02-17 17:24:04 status unpacked software-properties-common:all 0.99.22.5
2023-02-17 17:24:04 status half-installed software-properties-common:all 0.99.22.5
2023-02-17 17:24:04 status unpacked software-properties-common:all 0.99.22.5
2023-02-17 17:24:04 upgrade squashfs-tools:amd64 1:4.5-3build1 1:4.5-3build1
2023-02-17 17:24:04 status half-configured squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:04 status unpacked squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:04 status half-installed squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:04 status unpacked squashfs-tools:amd64 1:4.5-3build1
2023-02-17 17:24:04 upgrade thin-provisioning-tools:amd64 0.9.0-2ubuntu1 0.9.0-2ubuntu1
2023-02-17 17:24:04 status half-configured thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:04 status unpacked thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:04 status half-installed thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:04 status unpacked thin-provisioning-tools:amd64 0.9.0-2ubuntu1
2023-02-17 17:24:04 upgrade unattended-upgrades:all 2.8ubuntu1 2.8ubuntu1
2023-02-17 17:24:04 status half-configured unattended-upgrades:all 2.8ubuntu1
2023-02-17 17:24:04 status unpacked unattended-upgrades:all 2.8ubuntu1
2023-02-17 17:24:04 status half-installed unattended-upgrades:all 2.8ubuntu1
2023-02-17 17:24:04 status unpacked unattended-upgrades:all 2.8ubuntu1
2023-02-17 17:24:04 upgrade xfsprogs:amd64 5.13.0-1ubuntu2 5.13.0-1ubuntu2
2023-02-17 17:24:04 status half-configured xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:04 status unpacked xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:04 status half-installed xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:05 status unpacked xfsprogs:amd64 5.13.0-1ubuntu2
2023-02-17 17:24:05 upgrade zstd:amd64 1.4.8+dfsg-3build1 1.4.8+dfsg-3build1
2023-02-17 17:24:05 status half-configured zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:05 status unpacked zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:05 status half-installed zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:05 status unpacked zstd:amd64 1.4.8+dfsg-3build1
2023-02-17 17:24:05 upgrade cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:05 status half-configured cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:05 status unpacked cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:05 status half-installed cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:05 status unpacked cloud-guest-utils:all 0.32-22-g45fe84a5-0ubuntu1
2023-02-17 17:24:05 upgrade cloud-init:all 22.4.2-0ubuntu0~22.04.1 22.4.2-0ubuntu0~22.04.1
2023-02-17 17:24:05 status half-configured cloud-init:all 22.4.2-0ubuntu0~22.04.1
2023-02-17 17:24:05 status unpacked cloud-init:all 22.4.2-0ubuntu0~22.04.1
2023-02-17 17:24:05 status half-installed cloud-init:all 22.4.2-0ubuntu0~22.04.1
2023-02-17 17:24:05 status unpacked cloud-init:all 22.4.2-0ubuntu0~22.04.1
2023-02-17 17:24:05 upgrade gdisk:amd64 1.0.8-4build1 1.0.8-4build1
2023-02-17 17:24:05 status half-configured gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:05 status unpacked gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:05 status half-installed gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:05 status unpacked gdisk:amd64 1.0.8-4build1
2023-02-17 17:24:05 upgrade kpartx:amd64 0.8.8-1ubuntu1.22.04.1 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status half-configured kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status unpacked kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status half-installed kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status unpacked kpartx:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 upgrade multipath-tools:amd64 0.8.8-1ubuntu1.22.04.1 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status half-configured multipath-tools:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status unpacked multipath-tools:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status half-installed multipath-tools:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 status unpacked multipath-tools:amd64 0.8.8-1ubuntu1.22.04.1
2023-02-17 17:24:05 upgrade ssh-import-id:all 5.11-0ubuntu1 5.11-0ubuntu1
2023-02-17 17:24:05 status half-configured ssh-import-id:all 5.11-0ubuntu1
2023-02-17 17:24:05 status unpacked ssh-import-id:all 5.11-0ubuntu1
2023-02-17 17:24:05 status half-installed ssh-import-id:all 5.11-0ubuntu1
2023-02-17 17:24:05 status unpacked ssh-import-id:all 5.11-0ubuntu1
2023-02-17 17:24:05 startup packages configure
2023-02-17 17:24:05 configure cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1 <none>
2023-02-17 17:24:05 status unpacked cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:05 status half-configured cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:05 status installed cryptsetup-bin:amd64 2:2.4.3-1ubuntu1.1
2023-02-17 17:24:05 configure pinentry-curses:amd64 1.1.1-1build2 <none>
2023-02-17 17:24:05 status unpacked pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 status half-configured pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 status installed pinentry-curses:amd64 1.1.1-1build2
2023-02-17 17:24:05 configure cpio:amd64 2.13+dfsg-7 <none>
2023-02-17 17:24:05 status unpacked cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 status half-configured cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 status installed cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:05 configure packagekit-tools:amd64 1.2.5-2ubuntu2 <none>
